text,Is this tweet spam?,Does the tweet describe a hazard (something that could impose harm or other costs on the author of the tweet or on others)?,"Does the tweet provide information on how to avoid, cope with, or overcome the hazard described?","On a scale of 0-100, how much do you think that the author of the tweet is tweeting this information because they believe that it accurately describes a real hazard in the world, where 0 = the author does not believe that the information is accurate, and is instead sending it for some other reason (e.g., as a joke; to ridicule people who believe this sort of thing; etc.), and 100 = the author believes that the information is entirely accurate? - Author confidence","On a scale of 0-100, how confident is the author of the tweet that the hazard can be adequately managed, where 0 = not at all, and 100 = extremely? - Author confidence","Does the tweet describe a benefit (something that provides resources, opportunities, or other good things to the author of the tweet or to others)?",Does the tweet provide information on how to obtain the benefit described?,"On a scale of 0-100, how much do you think that the author of the tweet is tweeting this information because they believe that it accurately describes a real benefit in the world, where 0 = the author does not believe that the information is accurate, and is instead sending it for some other reason (e.g., as a joke; to ridicule people who believe this sort of thing; etc.), and 100 = the author believes that the information is entirely accurate? - Author confidence","On a scale of 0-100, how confident is the author of the tweet that the benefit can be obtained, where 0 = not at all, and 100 = extremely? - Author confidence","If the tweet describes a harm or benefit, on a scale of 0-100, how confidently does the author of the tweet attribute the harm/benefit to a person? - Author confidence","If the tweet describes a harm or benefit, on a scale of 0-100, how confidently does the author of the tweet attribute the harm/benefit to an event or circumstance? - Author confidence",What is your political orientation? - Political orientation,What is your gender?,What is your age?,Do you have children under 12?,AnnotatorID
@_LiberaNosAmalo Same sis😭the anxiety is not good for me😭when I think about the cliffhanger they’re going to throw at us I just wanna cry😹😹,No,No,,,,Yes,Yes,75,66,72,67,86,Man,32,Yes,98
@francis_scarr Probably a terrorist attack by ukraine,No,Yes,No,67,52,No,,,,54,73,86,Man,32,Yes,98
"@JohnFetterman Residual cognitive deficits make you unaware of your infirmities.  Pennsylvania Voters are aware of your infirmities which are legitimately disqualifying.  Focus on your recovery because sadly, you need considerable speech and cognitive therapy. Wishing you attain recovery",No,Yes,Yes,70,60,No,,,,51,47,86,Man,32,Yes,98
@EasternRailway @RailMadad  Travelling in a sub urban train took from belur causing unnecessary delays still at the car shed since 20 mins other trains are been given pass off I have my train at 11 45 from hwh please do something,No,No,,,,Yes,Yes,80,87,73,54,86,Man,32,Yes,98
@sitefeniseni333 @lawrencevaldez0 @NowHipHopNews_ Ye simply spoke on what could have caused Floyd's death... He ain't thrown shade on nobody... Ye ain't out here tellin Floyd's kids that they dead father would have been disappointed... Yeah... Maybe he shouldn't have spoke on the topic... But it wasn't shade still..ya tweekin fr,No,Yes,Yes,61,92,Yes,Yes,81,90,94,94,0,Man,33,Yes,99
80 young Canadian doctors who were all ‘vaccinated’ have died ‘suddenly’ since the Covid-19 “vaccines” were given Emergency Authorisation without any long-term safety data  Dr. Makis Pleads With CMA To Investigate https--//t.co/WDLOadeVyV,No,Yes,Yes,81,90,No,,,,100,51,0,Man,33,Yes,99
"@Conservatives @trussliz @Jeremy_Hunt ""Brexit freedoms""...under a picture of two people who opposed it. Lies, deceit, incompetence, chaos, widening inequality and u-turns-- this government's legacy.",No,No,,,,Yes,Yes,91,91,91,91,0,Man,33,Yes,99
holy fuck i died and ressurected,Yes,Yes,No,15,15,No,,,,6,6,0,Man,33,Yes,99
@Theresaroets911 I know he died at a very young age and I was shocked when I heard about it.,No,Yes,No,95,95,No,,,,90,90,0,Man,33,Yes,99
"@_Shelby_Co @Vinayak53419497 Also, have you read the recent racist attacks on Indians? Every time there's a recession or slowdown, the native population always reacts violently towards the immigrants. Hence, the second class citizens.",Yes,Yes,Yes,92,90,Yes,Yes,90,91,90,91,0,Man,33,Yes,99
@Simonspiteri22 @JohnGh87 @CarloDCGT @AU_GroveToken @GN_GROVE @HergaJeffrey @Amooor1st @Rawoof_LJ @Kapsio_ @MACGROUP8 @srrono New trend-ApeSport-- Sport NFT x #Apechain|Super hype project World cup 2022|#NFT Collection from Top Artists Called by Hundreds of Influencers|Fl Tw and join DC to get a #Giveaway reward for free--https--//t.co/ej4i9Doggu #ETH #Binance #BAYC #ERC20 N,No,No,,,,Yes,Yes,91,91,80,85,0,Man,33,Yes,99
Somebody got odds for when a RU nuclear bomber tries to strike UA that it crashes beforehand due to quality of RU gear? https--//t.co/1MnIgMwDDp,No,Yes,Yes,92,92,Yes,Yes,91,90,91,91,0,Man,33,Yes,99
@OccupyDemocrats Everything is not Biden vs Trumpfoljs. Biden sucks all on his own. The damage he has done to this country in 2 yrs is astounding !,No,Yes,No,80,80,No,,,,90,91,0,Man,33,Yes,99
"#Health Ministry-- 46 new #Cholera cases, 1 new death | https--//t.co/2vJaaBuGAe | #Lebanon",No,Yes,No,82,86,No,,,,82,91,0,Man,33,Yes,99
"Great session @DeltaGarforth working with Yr 7 & 8 pupils.  As part of the emotional well-being course this term we have covered bullying, friendships, emotions, anger, anxiety and mental health. We also made feel good rainbow magnets to give to a loved one.   #youthworkleeds https--//t.co/sDXBoyLByX",Yes,Yes,Yes,76,71,Yes,Yes,66,85,79,87,81,Man,41,Yes,100
“i just can't believe 5h vs little mix arguments used to actually exist. like there were wars. and people died.”  THE ENDING TOOK ME OUTJFJDJD https--//t.co/KW86BBkuwh,Yes,Yes,Yes,82,82,Yes,Yes,89,61,83,76,81,Man,41,Yes,100
@Simonspiteri22 @JohnGh87 @CarloDCGT @AU_GroveToken @GN_GROVE @HergaJeffrey @Amooor1st @Rawoof_LJ @Kapsio_ @MACGROUP8 @srrono ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/zGO7T5fXqC | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT z,Yes,Yes,Yes,75,75,Yes,Yes,80,93,72,91,81,Man,41,Yes,100
I’ll date ya stormzy… and don’t worry I am not afraid to dash someone’s phone right across the shard for trying to take a sneaky pic https--//t.co/MY1oWY0EdN,Yes,Yes,Yes,85,75,Yes,Yes,74,88,76,87,81,Man,41,Yes,100
@sdu_mpembe I hate him. And Tshiamo will be fired because of false accusations,Yes,Yes,Yes,74,87,Yes,Yes,71,84,74,85,81,Man,41,Yes,100
$GNUS Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/HPkDEjCSSQ,Yes,Yes,Yes,74,87,Yes,Yes,65,82,74,83,81,Man,41,Yes,100
"@Solomon99004524 I think the TPLF death virus attacked the WHO DG, leader of the Terrorist TPLF",Yes,Yes,Yes,66,81,Yes,Yes,79,74,72,82,81,Man,41,Yes,100
"@NahashonKimemia CAZOO TEAMS are similar to MUNGIKI but different styles! They are OGADEN tribal youth members who works with Ahmed Rashid and they are used in different missions in Eastleigh and Pangani like nights activities, assaults, kidnapping, extortion, snitching and spying!  PROTECTED 👇 https--//t.co/bNHhmJRUcl",Yes,Yes,Yes,79,87,Yes,Yes,75,86,77,84,81,Man,41,Yes,100
actual physicist here-- i and the queen of bed was so much better and i and the queen died and then the park is in a place of a panic attack https--//t.co/HfgP9T9hgS,Yes,Yes,Yes,81,88,Yes,Yes,78,85,66,88,81,Man,41,Yes,100
"@MaybeMattis @ZivoUS @powerfultakes And surely, if Switchblade was causing problems to Russians, Russians would notice, no? Ukrainians have certainly noticed Shaheed.  There is literally no evidence that Switchblade is a useful weapon, other than the word of some anonymous Polish dog.😂",Yes,Yes,Yes,81,90,Yes,Yes,65,83,79,86,81,Man,41,Yes,100
@POTUS How dare you blame Republicans. YOU caused inflation,Yes,Yes,Yes,67,86,Yes,Yes,66,85,78,86,72,Woman,41,Yes,101
"@sjdssc @RD51988 @hollis4congress @marwilliamson Actually, farm subsidies really aren't driving the federal debt. Military spending AND really expensive healthcare for a tsunami of seniors and veterans is.",Yes,Yes,Yes,81,86,Yes,Yes,82,74,82,77,72,Woman,41,Yes,101
"@RichmondCycling Freedom streets freedom from traffic jams, freedom from pollution, freedom from road danger,",Yes,Yes,Yes,75,81,Yes,Yes,62,74,55,78,72,Woman,41,Yes,101
"@GeckoFN_ @OvOantny @ceIIuss @KyraFNBR @FindinhoUK No proper reply, glad we agree on this one. Atleast ur aware",Yes,Yes,Yes,68,85,Yes,Yes,66,87,68,87,72,Woman,41,Yes,101
@jay56789012 Remember at the time someone done a tweet saying people were only trying to destroy his life cos he was black😂😂😄,Yes,Yes,Yes,74,85,Yes,Yes,75,91,71,84,72,Woman,41,Yes,101
I've been completely addicted to ONEPIECE and The Enemy Beside Me  #nsfwtwt #魔道祖师 #webtoonseries  https--//t.co/TNCGovMNcX https--//t.co/BsjY9e8Lib,Yes,Yes,Yes,75,85,Yes,Yes,80,92,68,85,72,Woman,41,Yes,101
British voters are truly stuck between a rock and a hard place. It's the Tories under any leader or Labour under Starmer. Dreadful ☹️ https--//t.co/Y7VVQkD9SL,Yes,Yes,Yes,69,85,Yes,Yes,71,85,69,85,72,Woman,41,Yes,101
@KleitoNft @dragons_healers ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/7VLqrdlozF | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT i,Yes,Yes,Yes,75,87,Yes,Yes,73,86,66,90,72,Woman,41,Yes,101
"Bitches truly cannot live in peace. I reckon that, by a myriad of reasons, the US military, as it is currently, would literally collapse if it didn't try to fuck with some foreign community every now and then. https--//t.co/FMZnhzglPM",Yes,Yes,Yes,73,89,Yes,Yes,73,84,70,83,72,Woman,41,Yes,101
@moovgame @6666_bit New trend-ApeSport-- Sport NFT x #Apechain|Super hype project World cup 2022|#NFT Collection from Top Artists Called by Hundreds of Influencers|Fl Tw and join DC to get a #Giveaway reward for free--https--//t.co/ej4i9Doggu #ETH #Binance #BAYC #ERC20 H,Yes,Yes,Yes,82,94,Yes,Yes,72,86,84,80,72,Woman,41,Yes,101
"@ClaireAllan So sorry to see this. Whatever the crisis, even here (in East Lancs, where they invented “corridor nurses” due to lack of beds) they’ve always managed to see children quickly in cases of physical emergency (not mental, but that’s a different story). And now this too has gone.",Yes,Yes,Yes,77,66,Yes,Yes,78,87,71,72,24,Man,,Yes,102
@BloodsareCrips that can be a dangerous game! i got one that says boats are in my future and then some of my family went back to the philippines a couple weeks later. coincidence i don’t think so.,Yes,No,,,,No,,,,,,24,Man,,Yes,102
"@obi_nob_kenobi the devastation of your entire community turning their backs on you at your moment of need when you’ve given so much to them?  Excruciating, that hit DEEP with me. It makes sense why she wouldn’t return after that level of betrayal, even when Anakin never lost faith in her—",Yes,Yes,Yes,83,73,No,,,,81,79,24,Man,,Yes,102
I hope anxiety won't kill me someday.,No,No,,,,Yes,Yes,91,88,58,69,24,Man,,Yes,102
-- Woke War III The Deadly Neocon-Left Alliance https--//t.co/HPqhgBcail,Yes,Yes,Yes,45,64,Yes,Yes,62,80,45,61,24,Man,,Yes,102
@huwusteenie wishing death on a child groomer who has falsely accused multiple people of being that is the same as wishing death on somebody because of an immutable characteristic. i am very intelligent,Yes,No,,,,No,,,,,,24,Man,,Yes,102
They just can't help themselves im afraid it's The Liebour party https--//t.co/6ISpXovgUt,Yes,Yes,Yes,52,65,No,,,,67,66,24,Man,,Yes,102
And speech little danger of venturing into uncharted waters is not https--//t.co/WBpBqDk1cf,Yes,Yes,Yes,52,49,Yes,Yes,65,79,67,76,24,Man,,Yes,102
"@MacaesBruno Same can be said in the inverse. ""I think Russia will regret not going all out and going for a destructive but swift and conclusive demolishment of Ukraine""",Yes,Yes,Yes,86,76,Yes,Yes,92,82,55,60,24,Man,,Yes,102
"""Cappadocian Trinitarian theology depends first and last upon the mystery of divine love revealed in Christ’s incarnation, death and resurrection. But from a historical viewpoint, this theology is not possible without the complex intellectual climate that helps to frame it.",No,No,,,,No,,,,,,24,Man,,Yes,102
"@lahadda88 @SaidBori3 Brother, unfortunately the IC is not in the business of providing relief, they’re in the business of creating chaos, like the one in Afar and Amhara by using the rebels and opposition groups.",No,No,,,,No,,,,,,45,Man,34,Yes,103
@Johnhop04896651 @officialEFCC did you see the word alleged?,No,No,,,,No,,,,,,45,Man,34,Yes,103
"Truthfully I don’t give a fuck about you going in debt for me. Worship, send, repeat 🔁 Findom foot fetish foot ignore soles white toes domme brat beta https--//t.co/ToLhX77nE4",Yes,No,,,,No,,,,,,45,Man,34,Yes,103
@jberube22 @JuliaHadley15 @sammy4723 You clearly don’t understand the long-term ramifications of even 1 SARS infection let alone multiple infections. It’s absolute insanity that you’d think it was the vaccine causing Long COVID when you’ve been infected by the actual virus multiple times. LC can pop up anytime after,No,Yes,No,95,95,No,,,,95,95,45,Man,34,Yes,103
@KEdge23 Have a word with yourself. No one sane can say this Tory government has been good for people. We're in a mess and all you can do is attack the party not in government 🙈🙄,No,No,,,,No,,,,,,45,Man,34,Yes,103
@spartanalibaba @thepowderguy1 Seriously ?  What’s multitudinous negative about powder guy’s tweet?  What he said it’s facts!   I barely attack Bongo Ideas! I normally look at his posts and move on.,No,No,,,,No,,,,,,45,Man,34,Yes,103
"I never thought my excuse for being late to class would be “The President of the United States caused a traffic jam, my bad”",No,No,,,,No,,,,,,45,Man,34,Yes,103
@RealityStriker He exposed the Father of RET to a point that he called a presser tomorrow to do damage control,No,No,,,,No,,,,,,45,Man,34,Yes,103
"Dark scenery. devil, and you're being afraid of https--//t.co/3QQwaiy09u",Yes,No,,,,No,,,,,,45,Man,34,Yes,103
"@beljampastafari @aspid_meh @sosglupipies @rynkrynk I've seen quite a few of these, calling Ukrainians arrogant and ungrateful. I've read it in English and Spanish. I don't have screenshots, I'm afraid. They usually say smth about ""bombs are bad!"" next.",No,No,,,,No,,,,,,45,Man,34,Yes,103
"Now it is time for him to tell the brutal truth, in the most confusing way possible. Still smiling, he happily exclaims--  ❝ It tastes like death, and I would know, since I'm the grim reaper! ❞  But that means... He genuinely likes it, because it reminds him of himself? https--//t.co/t7R5z1Sz5U",No,No,,,,No,,,,,,60,Man,48,No,104
@RupertLowe10 @Rob_Kimbell Afraid there’s none left to stand up! They’ve all hounded out by our left wing press. They can have my membership card back too.,No,No,,,,No,,,,,,60,Man,48,No,104
Xi reaffirmed China’s commitment to gaining control over #Taiwan https--//t.co/OKvpfgPRBg,No,No,,,,No,,,,,,60,Man,48,No,104
"Approaching the end last quarter, @MatiesSport are cruising out with this one",No,No,,,,No,,,,,,60,Man,48,No,104
@game_fabricator Can we just have a bf3-bf4 remake but merge those games in 1. With up to date destruction and up to date movement ? Think we'll all love that. But make cross platform for only consoles so there's no BITCHING about AIM ASSIST.,No,No,,,,Yes,Yes,100,100,100,0,60,Man,48,No,104
@icstats @TheCubetopia @FinterestICP @DKLORD89 @dfinity @pokedstudiouk @CosmoGem_NFT @FlowerPowerDAO Hahhahahabbbabhahahkddlfmelsl  Im not on the list Im spiraling out of control  Im on full tilt  Hopeless Despair Sadness Rock bottom Empty Numb  My Monsters!,No,No,,,,No,,,,,,60,Man,48,No,104
Shouted the not anxiety. Choose to put yourself out of the https--//t.co/L9EdwNxkJV,No,No,,,,No,,,,,,60,Man,48,No,104
$amd  Top analyst price target for next week..    https--//t.co/b3SoBoEQqv,No,No,,,,No,,,,,,60,Man,48,No,104
"@sandibachom That and the letter to DCP to NOT-- use riot gear, shields, 'sprays', etc. Try to NOT arrest anyone....basically be there but don't interfere w/the coup! The DCP were set-up to fail & be overrun & TFG/GOP didn't care about injuries or death to DCP! https--//t.co/qV5zZcnXvi",No,No,,,,No,,,,,,60,Man,48,No,104
"@matthewdmarsden If you get a bad case of Covid, you will! If you spread it to a loved one, you will! Foolish! Dangerous! Careless!",No,Yes,No,71,57,No,,,,78,65,25,Man,38,No,105
"Otto 20 years ago -- ""Rhaenyra will kill your kids to secure her throne !!!"" Otto now -- ""well guess we're gonna have to murder Rhaenyra to make sure no one challenges Aegon --/ too bad""  #HouseOfTheDragonHBO",No,No,,,,No,,,,,,25,Man,38,No,105
Pattydearie's Blog-- George Floyd’s family considering lawsuit against Kanye West after rapper claimed Floyd died of Fentanyl use... https--//t.co/EaHbkqp4jA https--//t.co/xTZhhWoE34,No,No,,,,No,,,,,,25,Man,38,No,105
"JUST IN Iranian President Raisi blames Biden for ""inciting chaos and terror"" in Iran — state broadcaster IRNA.  https--//t.co/odPLOFOkpF",No,Yes,No,77,47,No,,,,50,50,25,Man,38,No,105
"@paula_read Some poor shop worker will have to clean that up and it may be impossible to get the milk out of every crack, leading to bad smells, infection risks and possibly the need to destroy and replace shop fittings.  Not environmentally friendly after all.",No,Yes,No,64,73,No,,,,60,63,25,Man,38,No,105
"Dear Dmitry @Dpol_un, Let us, you🇷🇺&I🇺🇸, work to bring this War to an immediate ceasefire, put an end to more death & destruction, and have all issues dealt with in a civilized way under Intl Law. This War is on a bad trajectory, that even “Hints” of dialogue are ignored.",No,Yes,Yes,100,80,Yes,Yes,100,82,82,99,25,Man,38,No,105
my internal monologue is a random dude who was displaced due to natural disaster,No,No,,,,No,,,,,,25,Man,38,No,105
"Some interesting ideas here, albeit wishy-washy on some specifics.  https--//t.co/UdgbG9206G",Yes,No,,,,No,,,,,,25,Man,38,No,105
"Unite! This regime hasn't been eliminated yet to think about your values in the next government. You must first take the first step in any revolution, and that's the unity of all people against the enemy.After 43 years, you must have realized, save the people first. #MahsaAmini https--//t.co/qsK0u9f25M",Yes,No,,,,No,,,,,,25,Man,38,No,105
@Bubbleandbobbl SCREAMS BC THE BREMUDA TRIANGLE IS DANGEROUS ASF,No,No,,,,No,,,,,,0,Man,33,No,106
"I am fire, I am death",No,Yes,No,100,0,No,,,,100,100,0,Man,33,No,106
@thejrdmachine @briebriejoy @NathanJRobinson Our role is quite central in the suffering of Palestinians too. We should very much help them. I'm afraid I don't see your point.,No,No,,,,No,,,,,,0,Man,33,No,106
@SamRamani2 We're starting a fundraiser for a Mavic 2 drone for our intelligence unit at the East. That drones are our military ''eyes''. They detect the enemy and transmit their coordinates to our artillery units. To donate please use link in the bio/Sergii's Paypal 2941980@gmail.com.,Yes,No,,,,No,,,,,,0,Man,33,No,106
